,không,tự,tin,nhất,quyết,làm,“ở,xứ,thanh,ra,trụ,lại,được,đất,hà,nội,có,một,gia,đình,hạnh,phúc,đúng,nghề,mình,thích,hiện,tại,tôi,mong,gì,hơn”,anh,thơ,tâm,sự,nhiều,người,bảo,chị,ôm,rơm,hát,nhạc,nhẹ,là,nhàng,cátxê,cao,thì,cứ,đâm,đầu,vào,đỏ,cả,chất,giọng,lẫn,sức,lực,phải,tư,ghê,gớm,trẻ,đang,thứ,thời,thượng,bao,giờ,cũng,bốc,hơn,còn,xô,bồ,nhưng,sống,bền,lâu,trót,yêu,chung,thuỷ,chứ,thi,thoảng,cải,thiện,đổi,tông,đi,tí,ảnh,hưởng,nói,thật,đã,lúc,nghĩ,đến,việc,ấy,thấy,hợp,vả,ai,lép,vế,nào,vẫn,mời,diễn,quanh,năm,cuối,khi,ngày,chạy,2,3,sô,thế,ổn,tham,lam,nữa,vừa,ca,sĩ,giảng,viên,khoa,viện,hn,thầy,hay,thợ,khó,giống,nhau,trước,đây,học,cô,giáo,hồ,mậu,la,mặc,dù,70,tuổi,đốc,trò,nơi,chốn,hôm,hai,cày,gần,12,đêm,mới,nghỉ,bây,giận,quăng,sách,của,hết,nóng,hối,hận,thương,và,hiểu,thấu,cái,quy,luật,đời,chưa,chắc,nổi,thành,danh,do,kém,mà,vì,những,yếu,tố,khác,phần,trăm,may,mắn,tuy,ít,ỏi,đôi,nó,chi,phối,nghệ,vậy,thể,ở,hương,đồng,gió,bay,mất,nhìn,đằm,thắm,gốc,đâu,ôi,trời,tỉnh,lẻ,gắn,chặt,với,kỷ,niệm,lần,tiên,trong,đó,diện,ngay,áo,dài,màu,tím,hoa,cà,nhảy,lên,xe,đạp,bạn,nhờ,đèo,chẳng,sao,về,cổng,trường,tà,mắc,xích,rách,roẹt,can,tội,ngồi,chịu,vén,như,ta,30,nghìn,120,tiếc,mấy,liền,thảo,đứng,rón,rén,nhớn,rồi,đoan,trang,nỗi,phố,thú,vui,quen,ví,dụ,karaoke,hạn,bè,lôi,kéo,chơi,bật,đĩa,hẳn,hoi,gian,rảnh,đọc,con,mẹ,ru,ngọt,khéo,lắm,trêu,bố,chồng,đùa,chỉ,toàn,hàng,xóm,suốt,véo,von,trên,tivi,gái,ngậm,hột,thị,bụt,chùa,nhà,thiêng
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,0.04485752633439587,0.04485752633439587,,,,,,,,,,,,,,,,,,,,,,0.0332842859207628,,,,,,,,,,,,0.03647222828412533,,,,,,,,,,,,0.03647222828412533,,,,,,,,,,0.040242763810202704,0.040242763810202704,,0.03647222828412533,,,,,,,,,,,,0.05080698998241014,,,,,,,0.0332842859207628,,,,,,,,,,,,,,,,,,0.05919228803268068,,,,,,,,,,,,,0.05080698998241014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05080698998241014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07352704973096551,0.07352704973096551,0.07352704973096551,0.07352704973096551,0.07352704973096551,0.05919228803268068,0.07352704973096551,0.07352704973096551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.0202124694914196,,,,,,,,,,,,0.03039000018852256,,0.04095687187053536,0.04095687187053536,,,,,,,,,,,,,0.025644588474389163,,0.03039000018852256,,,,,,,0.03039000018852256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04638899085350492,0.054045132551578015,,,,,,,,,0.0666014603449245,,,0.054045132551578015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04095687187053536,,,,0.054045132551578015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054045132551578015,,,,,,0.054045132551578015,,,,,,,,,,,,,,,,,,0.054045132551578015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054045132551578015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06713339323262069,0.06713339323262069,0.06713339323262069,0.06713339323262069,0.06713339323262069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,0.015496226610088358,,,,,,,,,,,,,,,,0.01966085116369836,,,,,,,,0.03140026843407711,0.0355648929876871,,,,,,,,,,,,0.02329900014453396,,,,,0.0355648929876871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028169934667141894,,,,,,,,,,,,,,,,,,,,,0.02329900014453396,,,,,,,0.02329900014453396,,0.028169934667141894,,,0.028169934667141894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04143460162287648,,,,,,,,,,,,,,0.02329900014453396,,,,,,,,,,,,,,,,,,,,0.0355648929876871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04143460162287648,,,0.04143460162287648,,,,,,,,,,,,,,,0.04143460162287648,0.04143460162287648,,,,,,,,,,,,,,,,,,,,0.05146893481167585,0.05146893481167585,0.05146893481167585,0.05146893481167585,0.05146893481167585,0.05146893481167585,0.05146893481167585,0.0355648929876871,0.05146893481167585,0.05146893481167585,0.05146893481167585,0.05146893481167585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,0.04930600441217939,,,,,,,,,,,,,,,,,,,,,,,,,0.05376692341046299,,,,,,,,,0.07246215792479334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08207282997158563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09561831143740727,,,,,,,0.09561831143740727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09561831143740727,,,,,,,,,,,,,,,,,,,0.08207282997158563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08207282997158563,,,,,0.11877446495002121,0.11877446495002121,0.11877446495002121,0.08207282997158563,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,0.021180909222303604,,,,,,,,,,,,,,,,,0.0178735010579076,,,,,,,,,,,,,,0.03233172089789737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025609031515583542,,,,,,,0.028545698576433735,,,,,,,0.037667819657160435,,,,,0.03233172089789737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021180909222303604,,,,,,,,,,,,,,0.03233172089789737,,,,,,,,,,,,,,,,,,,,0.037667819657160435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037667819657160435,,,,,,,,,,,,,,,,,,,,,,,0.0969951626936921,0.04678994073788714,0.14036982221366143,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,0.04678994073788714,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0765916793966632,,,,,,,,,,,,,,,,,,,,,,,,,,0.10669467896306131,,,,,,,,,,,,,,,,,,,,,,,,,0.06989700043360189,,,,,,,,,,,,,,,,,,,,,0.12430380486862945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12430380486862945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10669467896306131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10669467896306131,,,,,,,,0.10669467896306131,,,,,,,,,,,,,,,,,,0.15440680443502758,0.15440680443502758,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5146893481167585,0.5146893481167585,0.5146893481167585,,,,
34,0.06641239975752154,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15242096994723042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15242096994723042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2205811491928965,0.2205811491928965,0.2205811491928965,0.2205811491928965
