,trẻ,iran,mồ,côi,sau,động,đất,bi,kịch,mới,chỉ,bắt,đầu,vida,3,tuổi,được,mang,đến,trại,kerman,hôm,thứ,hai,ngày,khi,tai,hoạ,giáng,xuống,thành,cổ,bam,cô,bé,không,ngủ,và,cũng,chịu,rời,tay,người,chăm,sóc,mẹ,cơ,cháu,là,farah,ngừng,khóc,đòi,một,trong,số,1,200,đứa,mất,cả,cha,lẫn,trận,vừa,rồi,cậu,ali,8,gần,như,nói,gì,trừ,việc,cho,biết,chú,em,may,mắn,thoát,chết,sẽ,ra,khỏi,đây,atefeh,7,tỏ,vẻ,bồn,chồn,về,những,bức,vẽ,của,mình,từ,nhưng,tồi,tệ,đã,xảy,ở,đó,mắt,vẫn,nhìn,cây,cọ,gái,khoảng,6,tháng,cuối,cùng,thiếp,đi,nhiều,giờ,tổng,thống,mohammad,khatami,thăm,này,chập,chững,tập,chào,ông,hello,daddy,chiếc,xe,con,búp,bê,khoe,các,nhân,viên,cứu,hộ,còn,tìm,kiếm,sống,sót,nữa,đang,phải,đối,mặt,với,thách,thức,đặc,biệt,để,đáp,ứng,nhu,cầu,nhóm,bác,sĩ,tâm,lý,thần,phố,giúp,đột,ngột,cuộc,nỗi,đau,mà,gánh,thể,đo,dù,nhà,hảo,rất,chúng,thờ,ơ,thậm,chí,tức,giận,tất,đưa,đều,hoảng,loạn,liên,tục,giấu,chăn,hoặc,arezoo,hussein,rezai,leila,beigi,bà,làm,quen,tôi,cố,chơi,đùa,đôi,rõ,sự,chán,nản,thằng,im,lặng,tên,nó,hay,lớn,hơn,thì,bỏ,quay,trở,lại,tiến,reza,khoshnood,phó,chủ,tịch,tổ,chức,phúc,lợi,mỗi,bằng,ôtô,vì,muốn,bình,tĩnh,thấy,rằng,nơi,hãng,thông,tấn,tin,2,gia,đình,lôi,đống,đổ,nát,tư,bị,thu,hút,bởi,tiếng,hót,chim,yến,đài,truyền,hình,nước,5,đồ,ăn,trai,11,chèn,ngang,ngực,có,câu,chuyện,kể,chấn,thương,nặng,nề,motahar,norouzi,14,mắc,kẹt,suốt,tiếp,kêu,mấy,đủ,sức,phía,nam,quan,hệ,họ,hàng,khá,chặt,chẽ,ta,hy,vọng,thân,nhận,nuôi,trăm,70,nosrat,amarian,20,chưa,4,hứa,anh,tại,bệnh,viện,trên,khắp,nghìn,nạn,tới,khác,chạy,chữa,lũ,khăng,kinh,nghiệm,trước,30,lúc,công,khó,khăn
23,,,,,0.050102021639572905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03623647478855063,,0.06891639636857173,,,0.06257529382114817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04591784728765958,,,,,,0.05505084951754946,,,,,,,,,,,,,0.06891639636857173,0.050102021639572905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09873647478855063,0.0799221000595518,0.09873647478855063,0.09873647478855063,0.0799221000595518,0.06891639636857173,0.06110772533055298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,0.03259078684296159,,,,0.03259078684296159,,,,,,,,0.03675541139657159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02085136957258284,,,,,,,0.029360453076026378,,,,,,,,,,,,,,,0.026721078207772215,,,,,,,,,,,,,,,,,,,,,,,,,,,0.026721078207772215,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029360453076026378,,,,,,,,,,,,,,,,,,,,,0.03259078684296159,,,,,,,,,,,,,,,,0.042625120031760964,,,0.04897903710683689,,,,,,,,0.03259078684296159,,,,,,,,,,,,,,,,,0.03259078684296159,,,,,,,,,,,,,,,,,,,,,0.03259078684296159,0.052659453220560336,0.052659453220560336,0.042625120031760964,0.052659453220560336,0.052659453220560336,0.052659453220560336,0.052659453220560336,0.052659453220560336,0.052659453220560336,0.052659453220560336,0.042625120031760964,0.052659453220560336,0.052659453220560336,0.042625120031760964,0.052659453220560336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,0.044535130346287026,,,,,,,,,,,,,,,,,,,,,0.044535130346287026,,,,,,,,,,0.032210199812045,,0.0375940894236037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044535130346287026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061259018994285985,,,,,0.061259018994285985,,,,,,,,,,0.0408158642556974,,,,,,,,,,,,,,,,,,,,,,,,,,0.0408158642556974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0710418667196016,,,0.0710418667196016,0.061259018994285985,0.05431797807160265,,,,,,,,,,,,,,,,0.08776575536760056,0.08776575536760056,0.0710418667196016,0.0710418667196016,0.08776575536760056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0.009611722322884021,0.023279133459258278,,,0.01908648443412301,,,,,,,,,,,,0.013804371348019288,,,,,0.030446514308400684,0.030446514308400684,0.030446514308400684,,0.01908648443412301,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013804371348019288,,,,,0.011919103584980602,,,,,,,,,,,,,,,,,,,,,,,,,,0.020971752197161696,0.02625386528326542,,,,,,,,,,,,0.029787670817975485,,,,,,0.01908648443412301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02625386528326542,,,,0.01908648443412301,0.023279133459258278,0.023279133459258278,0.023279133459258278,0.02625386528326542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023279133459258278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0376138951575431,0.0376138951575431,0.0376138951575431,0.0376138951575431,0.0376138951575431,0.0376138951575431,0.0376138951575431,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.030446514308400684,0.0376138951575431,0.02625386528326542,0.0376138951575431,0.0376138951575431,0.0376138951575431,0.030446514308400684,0.0376138951575431,0.0376138951575431,0.0376138951575431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,0.029421461288037676,0.01260399123080022,0.02125486098454017,0.03194285028706753,,,,,,,0.01742679013550362,,,,,,,,,0.03264797938494687,,,0.014710730644018838,0.02125486098454017,,,,,,,,,,,,,,,0.02520798246160044,,,,,,,,,,,,,0.04250972196908034,,,,,,,,,0.047914275430601304,,,,,,,,,0.01914812157132155,0.023970920476024952,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023970920476024952,,,,,,,,,,,,,,,0.02125486098454017,,,,,,,,,,,,,,0.01742679013550362,0.02125486098454017,0.02125486098454017,0.02125486098454017,0.023970920476024952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027798991325061497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027798991325061497,0.027798991325061497,0.027798991325061497,0.027798991325061497,,,,,,,,,,0.03434312166558283,0.03434312166558283,0.03434312166558283,0.055597982650122994,0.027798991325061497,0.03434312166558283,0.03434312166558283,0.027798991325061497,0.03434312166558283,0.03434312166558283,0.03434312166558283,0.03434312166558283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.016820514065047035,,,,,,,,,,,,,,,,,,,0.030611898191773054,0.040738483553701986,,,,,,,,,,,,,,,0.024157649859033754,,0.02819556706770277,0.040738483553701986,,,,,,,,,,,,,,,,,,,,0.020858431273716053,,,,,,,,,,,,,0.02606421196572855,0.040738483553701986,,,,,,,,,,,,,,,,,,,,,,0.02243295464410771,,,,,,0.030611898191773054,,,,,0.040738483553701986,,,,,,,,,,,,,,,0.03340134775971527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.030611898191773054,,,,,,,,,,,,,,,,,,,,,,,,,,0.030611898191773054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04594426424571449,,,,,,,,,,,,,,,,,,,,0.06582431652570042,0.06582431652570042,0.06582431652570042,0.06582431652570042,0.06582431652570042,0.06582431652570042,0.06582431652570042,0.06582431652570042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,0.052053354586528204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05651427358481179,0.07520950809914213,,0.06775489171390703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08482018014593444,,,,0.09836566161175607,,,,,,,,0.09836566161175607,,,,,,,,,,,,,,,,0.12152181512437002,0.12152181512437002,0.12152181512437002,0.12152181512437002,0.12152181512437002,0.12152181512437002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,0.042191176117535076,,,,,,,,0.05145913712046567,,,,,,,,,,,,,,,,,,,,,0.05803486009984988,0.02634749213522028,0.030514926137726845,,,,,,,,,,,,0.03561545313815087,,,,,,,,,,,,,,,,,,,,,,,,0.032923215114604484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03866766087381859,,,,,,0.04635861012004165,,,,,,,,,,,,,,,0.06730282110278046,,,,,,,,,,,,,,,,,,,,,,,0.05145913712046567,,0.05803486009984988,,,,,0.05803486009984988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06730282110278046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08314650508509526,0.08314650508509526,0.08314650508509526,0.08314650508509526,0.08314650508509526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.013920425433142375,0.03371460707892578,0.038022839375763715,0.038022839375763715,,,,,,,,,,,,,0.01999253781437276,,,,,,,,,,,,,,,,,,,,,0.023334262400857467,,,,,0.05528498939539079,,,,,,,,,,,,,,,,0.01726215001962708,,,,,,,,,,,,,,,,,,,,,,,,,0.03371460707892578,,,,,,,,,,0.027642494697695395,0.018565203843399485,,,,,,,,,,,0.03371460707892578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0440949517569941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.054475296435062416,0.054475296435062416,0.054475296435062416,0.054475296435062416,0.038022839375763715,0.03371460707892578,0.054475296435062416,0.054475296435062416,0.054475296435062416,0.054475296435062416,0.054475296435062416,0.054475296435062416,0.054475296435062416,0.0440949517569941,0.054475296435062416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.05046154219514111,,,,,,,,,,,,,,,,,,0.04591784728765958,0.04591784728765958,0.06110772533055298,,,,0.06110772533055298,,,,,,,,,,,,,,,,,,0.050102021639572905,,,,,,,,,,,,,,,,0.031287646910574084,,,,,,,,,,,,,,,,,,0.06110772533055298,,,,,,,,,,,,,,,,,,0.03364943196616157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05505084951754946,,,,,,,,,,,,,,0.04591784728765958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0799221000595518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06891639636857173,0.06110772533055298,,,,,,,,,,0.09873647478855063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0.03364102813009407,,,,,,,,,,,,,,,,0.04831529971806751,,0.06122379638354611,0.06122379638354611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07340113269006594,,,,,,,,,,,,,,,0.06680269551943054,,,,,,,,,,0.06680269551943054,,,,,,,,,,0.1065628000794024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09188852849142898,0.08147696710740397,,,,,,,,0.1065628000794024,,,0.13164863305140084,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,0.10410670917305641,0.044598738201293085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.052053354586528204,,,,,,,,,,,0.03850787312070657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08482018014593444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06775489171390703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09836566161175607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12152181512437002,0.12152181512437002,0.12152181512437002,0.12152181512437002,0.12152181512437002,,,,,,,,,,,,,,,,,,,,,,,
35,0.012615385548785277,,,,,,0.02752542475877473,,,,,,,,,,0.018118237394275316,,,0.02295892364382979,,,,,,,,,,,0.03445819818428587,,,,,,,,,,,,,,,,,0.02114667530077708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03055386266527649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050102021639572905,0.06110772533055298,0.03055386266527649,,,,0.02752542475877473,,,,,,,,,,,,,,0.02295892364382979,,,,,,,,,,,0.0399610500297759,,,,,,,,,,,,,,,,,,,,,,,0.03055386266527649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0399610500297759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0399610500297759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03055386266527649,,,,,,,,,,,,,,,,,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,0.049368237394275316,,,,,,,,,,
36,0.011534066787460825,,,,,0.027934960151109935,0.025166102636594037,,,,,,,,,,,0.05586992030221987,,,,,,,,,,,,,,,,,,,,,,,,,0.022903781320947614,,,,,,,,,,,,0.025166102636594037,0.031504638339918505,,,,,,,,0.031504638339918505,,,,,,,,,,,,0.020991015902930094,,,,,,,,0.027934960151109935,,,0.025166102636594037,,,,,,,0.022903781320947614,0.030765194940490577,,,0.017872602490785292,,0.03653581717008082,0.020991015902930094,,,,,,0.025166102636594037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031504638339918505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06297304770879028,,,,,,,,,,,,,,,,,,,,,,0.031504638339918505,,,0.027934960151109935,,,,,,,,,,,,,,,,,,,,0.031504638339918505,0.027934960151109935,,,,,,,,,,,,,,,,,,0.03653581717008082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04513667418905171,0.09027334837810343,0.04513667418905171,0.04513667418905171,0.04513667418905171,0.04513667418905171,,,,
37,,,,,,,,,,,,0.07351082279314318,0.06518157368592319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05344215641554443,,,,,,,,,,,,,,,,,,,,,,,0.04170273914516568,,,0.08525024006352193,,,,,,,,,,,,,,,,,,,,,,,0.04170273914516568,,,,,,,,,0.058720906152052756,,,,,,,,,,,,,,,,,,,,,,,,,,0.08525024006352193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04897903710683689,,,,,,,,,,,,,,,,,,,,,,,,,0.06518157368592319,,,,,,,,,,,,,,,,,,,,,,,,0.08525024006352193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10531890644112067,0.10531890644112067,0.10531890644112067,0.10531890644112067
