,chọn,dụng,cụ,nấu,cho,lò,vi,ba,sản,phẩm,thủy,tinh,thích,hợp,phải,chịu,được,nhiệt,độ,cao,mà,không,bị,nổ,hay,nứt,vỡ,như,các,loại,thông,thường,trên,thị,trường,đã,có,nhiều,với,đủ,mẫu,tô,chén,đĩa,và,ly,tách,tạm,chia,làm,hai,nhóm,trong,đục,đa,dạng,giá,cả,chất,lượng,nhau,nhưng,hoa,văn,tế,về,mã,hơn,rất,dày,nặng,bóng,sáng,sứ,giữ,nóng,của,thức,ăn,lâu,lại,phản,ứng,hóa,tẩy,rửa,nên,sạch,sẽ,an,toàn,khác,gốm,bền,gấp,lần,thể,thay,đổi,đột,ngột,phần,lớn,nhập,từ,quốc,gia,liên,minh,châu,âu,eu,pháp,tây,ban,nha,italy,mỹ,hãng,narumi,nhật,bản,nồi,kích,cỡ,tráng,bên,ngoài,lớp,dẫn,này,chỉ,sử,máy,còn,để,bếp,gas,điện,dòng,pyrex,luminarc,cũng,bộ,siêu,khá,corning,ware,hàng,1,150,000,đồng,vision,là,mặt,bán,chạy,hiện,nay,đang,hiếm,tại,chợ,đầu,mối,đông,bến,thành,bình,phong,phú,tiền,do,vậy,khách,dễ,sai,nếu,hỏi,kỹ,người,một,tiểu,thương,biết,khi,bỏ,vào,sóng,ngay,vì,chúng,tính,năng,bằng,thái,lan,cộng,hòa,séc,vài,chục,nghìn,hâm,quá,chuyên,ý,trăm,theo,nhà,phân,phối,biệt,từng,đều,dán,tem,phụ,tin,bảo,đảm,tuy,nhiên,đọc,hướng,gặp,số,sự,cố,nút,nhựa,mở,nắp,trước,chảy,trừ,than,đậy,miếng,tản,inox,hơi,dồn,chỗ,ngày,sạn,chuộng,trơn,trắng,vẻ,sang,trọng,đình,xu,trang,nhã,màu,xanh,biển,chấm,bi,chị,thu,thảo,10a5,cư,xá,thánh,quận,thạnh,nhận,xét,dùng,tiện,chế,biến,xúp,món,nướng,bánh,sắc,thuốc,mất,thời,gian,khay,trình,bày,nhìn,hấp,cảm,giác,ngon,miệng,tham,khảo,178,198,vuông,135,175,hạt,xoài,110,165,3,085,300,700,168,15,500
23,,0.019406455604007476,,,,,,,,,0.00831559356449658,0.00831559356449658,,,,,,0.01809909873084533,,,,0.020867956245361228,,,,0.03303849145314069,,,,,,,0.048875268868339594,0.03303849145314069,0.03303849145314069,,0.023029687668646433,,,,,,,,,,,,,0.03303849145314069,,,,,,,,,,,,,,,,,,,,,,,,,,0.03806967028330301,,,,0.03806967028330301,,,,,,,0.03806967028330301,,,,,,,,,,0.020867956245361228,,,,,,,,,,,,,,,,,,,,,,,,,,0.015836777415198906,,,,,,,,,,0.03303849145314069,,,0.026699955749816217,0.03303849145314069,0.03806967028330301,,,,,,,,,,,,,,,,,,,0.03303849145314069,,,,,,,,,,,,,,,,,,,,,,,,,,0.03303849145314069,,,,0.026699955749816217,,0.02946881326433212,,,,,,,0.03806967028330301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,0.0466705273022739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,0.013229353398062742,0.013229353398062742,,,,,,,,,,,,,0.046882202920528374,,,,0.050389746321087434,,,0.042477202329253075,,,,,,,,,,,,,,,,,,,,,0.03583501888933317,0.046882202920528374,,,,,,,,,,,,,,0.046882202920528374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.061747813285478334,,,,,,,0.052561236402723824,,,,,,,,,,,,,,,,,,,,0.052561236402723824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06056538454161843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07424856616270847,0.07424856616270847,0.07424856616270847,0.14849713232541695,0.06056538454161843,0.07424856616270847,0.07424856616270847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.055064152421901144,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05278925805066302,,,,,,,,0.019191406390538693,,,,0.055064152421901144,,,,,,,,,,,,0.0375414483602538,,,,,,,,,,0.06344945047217168,0.055064152421901144,,,,,,,,,,,,,,,,,0.06344945047217168,,,,,,,,,,,,,,,,,,,,,,,,,,0.06344945047217168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0444999262496937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06344945047217168,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.023421584349664196,,,0.02718518674363206,0.02041640587659867,0.021843739847571948,0.02041640587659867,,,0.010036061198530356,0.010036061198530356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0398740414089629,,,,,0.03556580911212497,,,,,,,,,0.0398740414089629,0.03222408452564027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019113352052826268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04594615379019329,,,,,,,,,,,,,,,,,0.03222408452564027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0563264984682616,0.0563264984682616,0.0563264984682616,0.0563264984682616,0.0563264984682616,0.0563264984682616,0.0563264984682616,0.0563264984682616,0.0563264984682616,0.0563264984682616,0.0563264984682616,0.0398740414089629,0.0563264984682616,0.0563264984682616,0.0563264984682616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,0.0444999262496937,,0.02819408430577912,,,,,,,,,,,,,,,0.055064152421901144,0.03477992707560205,,,0.04911468877388686,,,,0.02639462902533151,,,,,,,,0.019191406390538693,0.0375414483602538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03477992707560205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0444999262496937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06344945047217168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055064152421901144,,,,0.07778421217045649,0.04911468877388686,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,0.07778421217045649,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,0.032344092673345794,,0.0444999262496937,,,,,,,0.0138593226074943,0.0138593226074943,,,,0.040729390723616324,,0.03016516455140888,,,,,,,0.04911468877388686,,,0.032344092673345794,0.02639462902533151,0.03477992707560205,,,,,,,0.019191406390538693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0444999262496937,,,,,,,,,,,,,,,,,,0.03477992707560205,,,,,,,,,,,,,,,,,,,,,,,,,,0.02639462902533151,,,,,,,,,,0.055064152421901144,,,0.0444999262496937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055064152421901144,,,,,0.04911468877388686,,,,,,,,0.06344945047217168,0.07778421217045649,0.07778421217045649,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02878710958580804,,,,,,,,0.05216989061340307,,,,,,,,,,,,,,,,,,,,,,,0.07367203316083029,,,,,,,,,,,0.06674988937454054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08259622863285171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07367203316083029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09517417570825752,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07367203316083029,,,,,,,,,,,0.11667631825568474,0.11667631825568474,0.11667631825568474,0.11667631825568474,0.11667631825568474,0.11667631825568474,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,0.0323384194174867,0.0323384194174867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08759671284059219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08759671284059219,,,,,0.061587467725773525,,,,,,,,,,,,,,,,,,0.11460094047240267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1814964950643985,0.1814964950643985,0.1814964950643985,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29603788521068075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8167342277897932,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19034835141651504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11262434508076138,,,,,,,,,,,,,,,,,,,,,,,0.14734406632166058,,,,,,,,,,,0.08458225291733736,0.10433978122680614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23335263651136948,0.23335263651136948,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29603788521068075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8167342277897932,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09854630194566621,,,,,,,,,,,,,,,,,,,,,,,0.12892605803145302,,,,,,,,,,,0.07400947130267019,0.09129730857345537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16655480748945067,,,,,,,,,,,,,,,,0.2041835569474483,0.2041835569474483,0.2041835569474483,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29603788521068075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8167342277897932,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11681230640544596,,,,,,,,,,0.13857180238299044,,,,,,,,,,,,,,,,,,,,,0.11681230640544596,,,,,,0.16655480748945067,,0.07400947130267019,0.09129730857345537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2041835569474483,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6334684555795864,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2220730766526009,0.2220730766526009,,0.09238120158866028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09867929507022691,0.12172974476460716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2722447425965977,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29603788521068075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8167342277897932,,,
40,,,,,,,,,,,0.026458706796125483,0.026458706796125483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10512247280544765,0.09376440584105675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08495440465850615,,,,,,,,0.05382507003830559,0.06639804259887663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12113076908323686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09376440584105675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14849713232541695,0.14849713232541695,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6334684555795864
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29603788521068075,0.3651892342938215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
