,giữ,ôtô,để,đòi,nợ,có,phạm,tội,một,người,dàn,cảnh,của,con,nhằm,thúc,ép,họ,trả,hết,khoản,tiền,vay,hiện,2,luồng,ý,kiến,trái,ngược,về,việc,xác,định,danh,với,vi,nhiều,cho,rằng,hành,này,cấu,thành,cưỡng,đoạt,tài,sản,hay,công,nhiên,chiếm,lại,bảo,chỉ,nên,xử,phạt,chính,sáng,9,5,ông,ngọc,hương,tp,hcm,thuê,xe,chở,đi,vũng,tàu,khi,xế,đánh,đến,xem,giấy,nhận,bà,đ,chủ,nh,chị,đồng,thời,yêu,cầu,giao,phương,tiện,trừ,được,đưa,vào,kho,gần,đó,cất,cẩn,thận,viết,biên,bản,không,rõ,thực,hư,thế,nào,lái,hốt,hoảng,báo,toàn,bộ,sự,chưa,đầy,tiếng,sau,an,quận,thủ,đức,mặt,ở,trường,xét,biết,20,triệu,bên,trong,đã,cánh,mà,bay,theo,trước,180,mua,xi,măng,lần,nhưng,nhỏ,giọt,còn,58,kể,tình,cậu,em,là,nhà,dịch,vụ,lập,kế,hoạch,và,gây,sức,buộc,phải,đủ,yếu,tố,bởi,lẽ,tự,lấy,khác,đem,chứng,trách,nhiệm,quản,lý,nói,cùng,uy,hiếp,tinh,thần,khiến,chìa,khóa,tờ,tuy,hợp,điều,thể,qua,giải,thích,do,tới,hậu,quả,nghiêm,trọng,sai,vấn,đề,phát,sinh,thật,bị,mất,vu,oan,số,nếu,cơ,quan,chức,năng,minh,thì,đương,chịu,truy,cứu,hình,khống,lúc,đang,thụ,hồ,sơ,tôi,rành,luật,nghe,mấy,anh,mới,tá,hỏa,vì,mình,pháp,kết,ân,hận,lắm
34,,,,,,0.051780428876945755,,,0.11347731966813274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06813831597227643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03821982075213744,0.04863138213616244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11347731966813274,,,,,,,,,,,,,,,,,,,,,0.11347731966813274,,,0.0988030480801593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13856315264013117,0.13856315264013117,0.13856315264013117,0.13856315264013117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,0.06213651465233491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1361727836017593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09637878273455552,,,,,,,,,,,,,,,,,,,,0.08846065812979305,,,,,,,,,,,,0.09637878273455552,,,,,,,,,,,,,,0.1361727836017593,0.10606978403536116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16627578316815741,0.10606978403536116,0.1361727836017593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11808588704037484,0.1767829733922686,,,,,,,,,,,,,,,,,,,,,,,0.07205148505055002,,0.09726276427232489,,,,,,,,,,,,,,,,0.07643964150427487,0.09726276427232489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,0.10708753637172835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048034323367033345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11785531559484573,,,,,,,0.0982896201442145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10708753637172835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15130309289084365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15130309289084365,0.18475087018684155,0.18475087018684155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04586378490256493,0.058357658563394935,,,,,,,,,,,,0.1361727836017593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1361727836017593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16627578316815741,0.16627578316815741,0.16627578316815741,0.16627578316815741,0.16627578316815741,0.16627578316815741,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,0.06425252182303702,,,,,,,,,0.07071318935690744,0.06425252182303702,,,,,,,,,,0.054510652777821154,,,,,,,,,0.07071318935690744,,,,,,,,,,,,0.02882059402022001,,0.03890510570892995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07904243846412745,,,,,,,,,,,0.07904243846412745,0.07904243846412745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07071318935690744,0.09078185573450619,,,,,,,,,,0.11085052211210494,0.11085052211210494,0.11085052211210494,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3404319590043982,,,,,,,,,,,,,,,,,,,,,,,0.2651744600884029,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11465946225641233,0.14589414640848733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,0.04779731896333455,,0.06289690705133211,,,,,,,,,,,,,,,,,,,,,,,0.08159214156566244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07413752518042734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09120281361245475,0.09120281361245475,,,,,,,,,,,,,,,,0.09120281361245475,,,,,,,,,,,,,,,,0.08159214156566244,,0.10474829507827638,,,,,,,,,,,,0.1279044485908903,0.1279044485908903,0.1279044485908903,0.1279044485908903,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06884198766753966,,,,,,,,,,0.058404270833379804,,,,,,,,0.0631861843784236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08468832692585083,0.09726627400125662,0.09726627400125662,0.09726627400125662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08468832692585083,,,,,,,,,,,,,,,,,,,,,,0.07576413145382939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11876841654868386,0.11876841654868386,0.11876841654868386,0.11876841654868386,0.11876841654868386,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0617584157576143,,0.08336808366199276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1263723687568472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19453254800251324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16937665385170167,0.23753683309736773,0.19453254800251324,,,,,,,,,,,,,
44,,,,,,0.028243870296515868,0.04020939005899684,0.03716635416669624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04020939005899684,,,,,,,,,,,,,0.04020939005899684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0538925716800869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0538925716800869,,0.0618967198189815,0.0618967198189815,,,,,,,,,,,,,0.04821353819789144,,,,,,,,,,,,,,,,,,,,,,,0.0538925716800869,,0.0618967198189815,0.07557990144007155,0.07557990144007155,0.07557990144007155,0.07557990144007155,0.07557990144007155,0.07557990144007155,0.07557990144007155,0.07557990144007155,0.07557990144007155,0.07557990144007155,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29640914424047793,,,,,,,,,,,,,0.4156894579203935,0.4156894579203935,0.4156894579203935
