,phường,xã,sẽ,có,ban,thanh,tra,nhân,dân,theo,dự,án,luật,được,trình,quốc,hội,hôm,nay,nhà,nước,tổ,chức,ở,ba,cấp,hành,chính,là,trung,ương,tỉnh,huyện,tại,hoạt,động,với,nhiệm,kỳ,2,năm,quy,định,này,đã,gây,nhiều,tranh,cãi,trong,các,đại,biểu,hoàng,thiện,cát,cho,rằng,không,nên,đưa,vào,bởi,vì,thực,hiện,chủ,yếu,việc,giám,sát,chứ,phải,ông,đề,nghị,để,tạo,điều,kiện,lực,lượng,tốt,hơn,đúng,tầm,của,nó,thì,tách,ra,một,văn,bản,khác,đỗ,tiến,dũng,và,lê,điệt,cũng,đồng,tình,khỏi,bên,nữa,cơ,chế,toàn,đó,chất,vn,thời,thể,phương,châm,biết,bàn,kiểm,sở,trái,ý,kiến,trên,nhất,trí,chỉnh,cả,gian,quá,độ,chờ,đợi,xây,dựng,về,kế,thừa,những,hình,thức,phú,khẳng,ưu,thế,đóng,dễ,dàng,phát,vấn,do,nếu,chỉ,sử,dụng,chưa,đủ,mà,tai,mắt,nắm,tất,từ,góp,phần,ngăn,chặn,tiêu,cực,nâng,cao,hiệu,quản,lý,kể,chống,tham,nhũng,chỗ,cụ,quan,chịu,trách,bồi,dưỡng,chuyên,môn,nghiệp,vụ,5,thay,như,mục,đích,tránh,lãng,phí,tiền,tập,huấn,cán,bộ,huy,kinh,nghiệm,thuận,tiện,phó,tịch,nguyễn,yểu,giải,thích,thôn,làng,ấp,mỗi,bầu,trưởng,lần,cứ,tức,phù,hợp,khoản,phủ,phối,công,tác,khắc,phục,trạng,chồng,chéo,tế,số,đơn,vị,doanh,bị,cùng,nội,dung,nhau,đây,hoàn,muốn,nhiễu,năng,bổ,danh,tổng,chánh,tài,tâm,thành,viên,phê,chuẩn,cách,thủ,tướng,miễn,sau,khi,thống,tha,thiết,xem,xét,lại,làm,sao,tính,độc,lập,tương,đối,quyền,vậy,sai,rất,khó,xử,sửa,pháp,lệnh,1990,xin,14,17,20,24,27,ubnd,tiếp,tục,quyết,thông,qua,chiều,26,ngày,1,10,4,trích,58,dưới,thị,trấn,sự,59,hạn,chung,sách,khiếu,nại,tố,cáo,người,đứng,đầu,dấu,vi,phạm,hữu,thẩm,3,cần,giao,xác,minh,sơ,hở,thiếu,sót,bảo,đảm,lợi,ích,lao,dương,cá,tích,trường
20,,,,,,0.00788468324129916,0.007150784008993069,,,0.029522525841747367,0.00882185980636566,,0.00577529290105335,,,0.013314844816275826,0.013314844816275826,,,,,,0.01764371961273132,,,0.059045051683494734,,0.012133035173773964,0.006640844348481509,,,0.014761262920873684,0.01662602018368413,,,,0.011133829358391677,0.02646557941909698,,,,,,,0.013314844816275826,,,,,,,,,,,,,,,,,,,,,,,,0.00882185980636566,,,,,,0.00882185980636566,0.00882185980636566,,,,,,,,,,,0.014242425514019774,,0.010268277910963517,,,,,,,,,,0.009504807426674243,,,,,,,,,0.014242425514019774,,,,,,,,,,,,,,,,,0.01925424793078385,0.014761262920873684,,,,,,,,,,,,,,,,,,,,,,,,,,0.02426607034754793,,,,,,,,,,,,,,,,,,,,,,0.01662602018368413,0.012133035173773964,,,,,,,0.016408117070694752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02426607034754793,,,,,,,0.01662602018368413,,,,,,,,,,,,,,,0.0385084958615677,,,,,,,,,0.02662968963255165,,0.01662602018368413,0.013314844816275826,,,0.014761262920873684,0.01925424793078385,0.01925424793078385,0.01925424793078385,0.03325204036736826,0.049878060551052386,0.023747232940694016,0.01662602018368413,0.023747232940694016,0.01662602018368413,0.023747232940694016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,0.01832239739560914,,0.005869708635189375,0.005323361428917063,,,,,,,,,0.029736486756349344,0.029736486756349344,,,,,0.029736486756349344,0.019702153567549972,,,,,,,,,,,,,,,,,,,,,0.022932487334485187,,,,,,,,0.019702153567549972,0.01706277869929581,,,,,,,0.022932487334485187,,,,,,,,,,,,,,,0.019702153567549972,0.019702153567549972,0.027097111888095184,,0.022932487334485187,,,,,,,,,,,,,,,,,0.043001153712083934,0.043001153712083934,0.03713144507689456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053035486900883305,0.043001153712083934,0.043001153712083934,0.043001153712083934,0.043001153712083934,0.053035486900883305,0.053035486900883305,0.053035486900883305,0.053035486900883305,0.043001153712083934,0.053035486900883305,0.053035486900883305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,0.03878672185610784,0.023898779211664094,,0.015312283396146193,0.01388702981456625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025698461175065183,,,,,,,,,,,,,,,,,,,,,,,,,0.04300020068254508,,,,,,,,,,,,,,,,,,,,,,,,,,0.02991194000150242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04843231966551464,,,,,,,,,,,,,,,,,,,,,,0.03534405898447198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07068811796894396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03878672185610784,,,0.03878672185610784,,,,,,,,0.09686463933102928,,,,,,,,,,,,,,,,,,0.03878672185610784,0.06917672204463039,0.06917672204463039,0.06917672204463039,0.06917672204463039,0.04843231966551464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,0.008385298050270535,0.007604802041310089,,,,0.028145933667928533,,0.018425934493836876,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04248069536621335,0.03552221747677345,0.0327606961921217,,0.04248069536621335,,,,,0.03552221747677345,,,,,,,0.038710159840135976,0.053044921538420796,,0.0327606961921217,,,,,,,,,,,,,,0.06143021958869133,,,,,,,,,,,,,,,,,,0.030324861789865442,,,,,,0.053044921538420796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06143021958869133,,,,,,,,,,,,0.053044921538420796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07576498128697615,0.038710159840135976,0.06143021958869133,0.06143021958869133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,0.01173941727037875,0.010646722857834126,,,,0.00788086142701999,,0.005159261658274326,,,0.01189459470253974,0.01189459470253974,,,,0.009946220893496565,,0.00788086142701999,,,,,0.010838844755238075,0.011864975235953631,,,0.02637345641862765,,,,,,0.039404307135099945,,0.01189459470253974,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01989244178699313,,,,,,,,0.01576172285403998,0.01576172285403998,,,0.009172994933794077,,,,,,,,0.012723233459191,,,,,,,,,,,,0.008490961301162324,,,,,,,,,,,,,,,,0.014852578030757823,,,,,,,,,,,,,0.013186728209313825,,,,,,,,,,,,,,0.013186728209313825,,,,,,,,,,0.03251653426571422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017200461484833576,,,,,,,,,,,,,,,,,,,,,,0.03440092296966715,,,,,,,0.02167768951047615,,,,,,,,,,0.010838844755238075,,,,,,0.017200461484833576,0.014852578030757823,,,,,,,,,,,,,,,,,,,,,,,,0.035683784107619215,,0.04455773409227347,0.02378918940507948,,,0.013186728209313825,0.017200461484833576,0.017200461484833576,0.017200461484833576,0.029705156061515647,,,0.029705156061515647,,,,,,,,0.017200461484833576,,,,,,,,,,,,,,,,,,0.021214194760353324,0.021214194760353324,0.021214194760353324,0.021214194760353324,0.021214194760353324,0.021214194760353324,0.013186728209313825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,0.017609125905568124,0.015970084286751188,,,,,,,,,,,,,,,,0.029553230351324962,,,0.049450230784926844,,,,,,0.049450230784926844,0.11139433523068368,,,,,0.059106460702649924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03729832835061212,,,,,,,,0.029553230351324962,0.029553230351324962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04064566783214278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04064566783214278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04460473013452402,,,0.04460473013452402,,,,,,,0.05569716761534184,,,0.05569716761534184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,0.04460473013452402,,,0.008804562952784062,0.007985042143375594,,,,0.029553230351324962,,0.019347231218528722,0.05496719218682742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025594168048943718,,,,,,,,,0.0645017305681259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03184110487935872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049450230784926844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0645017305681259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0645017305681259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07955323035132496,0.07955323035132496,0.0645017305681259,0.07955323035132496,0.0645017305681259,0.07955323035132496,0.07955323035132496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,0.02617485342229877,0.028145933667928533,0.008385298050270535,0.007604802041310089,,,,,,0.018425934493836876,,,,,,,,,,,,,,0.04709545789040651,,,,,,,,,,,,,,,,,0.0327606961921217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04709545789040651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06143021958869133,,,,,,,,,,,,,,,,,,0.053044921538420796,,,,,,,,,0.053044921538420796,,,,,,,,,,,,,,,,,,,0.06143021958869133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038710159840135976,0.06143021958869133,0.06143021958869133,,,,,,,,,,,,,,,0.1515299625739523,0.12286043917738267,0.07576498128697615,0.06143021958869133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,0.017911048697772703,0.021344395037052273,0.019357677923334773,0.043374659519969314,0.037724849815528906,,0.017911048697772703,0.0390919579200763,0.011725594677896195,0.01665672490509922,,,,,,,,0.05406633955699881,0.035822097395545406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0416954315172458,,,,,,,,0.014458219839989772,,,,,0.019297639320823467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03375585916081324,0.0299698368393496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0390919579200763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048214079000803,0.048214079000803,0.048214079000803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.03431133087271079,0.026460562309021374,,,0.02273325411640382,0.006772740732910817,0.006142340110288919,0.018350817489217786,0.015960513383493,,,,,0.021141227764164394,,,,,,0.031265898332417524,0.028691021808163172,,,0.03431133087271079,,,0.03803863906532834,0.031265898332417524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024493157599506706,,,,,,,,,0.018350817489217786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021141227764164394,,,,,,,0.057382043616326345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03431133087271079,0.03431133087271079,0.031265898332417524,,,,,,,,,,,,,,,,,0.03803863906532834,,,,,,,,,,,,,,,,,,,,0.049616715821635314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03803863906532834,0.03803863906532834,0.061194792577942275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,0.0422189005018928,0.012577947075405802,0.011407203061965134,0.03408008962283303,0.029640953426486996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0422189005018928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04914104428818254,,,,,,,,0.03408008962283303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07064318683560977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06372104304932003,,,,,,,,,,,,,,,,,,,,,,,,,0.092145329383037,,,,,,,,,0.11364747193046422,0.11364747193046422,0.11364747193046422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0.020274877333874553,0.015635786818967174,,,,,,,0.009431212453882227,,,,0.008794196008422146,,,,,,,,,,,0.020274877333874553,,,,0.0184753035600649,,,,,,,,,,,,,,0.0169537856139146,,,,,,,,,,,,,,,,,,,,,,,0.044954755259024405,0.0289464589812352,0.0339075712278292,,0.04029985956998858,0.0184753035600649,0.0184753035600649,,,,,,,,,,,,,,,,0.010843664879992328,,,,,,,,,,,,0.0144732294906176,,,,,,,,,0.021687329759984657,0.02931896844005723,,,,,,,,,,,,0.022477377629512203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012492543678824413,,,,,,,0.0169537856139146,,,,,,,,,,,,,,,,,,,,,0.0184753035600649,,,0.02931896844005723,,,,,,,,,,,,,,,,,,,,,,,,,0.020274877333874553,0.020274877333874553,0.0184753035600649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0184753035600649,,,,,,,,,0.022477377629512203,,,0.02931896844005723,,,,,,,,,,,,0.022477377629512203,0.022477377629512203,,,,,0.036160559250602256,0.036160559250602256,0.036160559250602256,0.036160559250602256,0.036160559250602256,0.022477377629512203,0.025316894370609928,0.025316894370609928,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8920946026904804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,0.03296682052328456,,,0.012898154145685814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03296682052328456,0.04245480650581162,,,0.019702153567549972,0.027097111888095184,0.027097111888095184,,,,,0.039404307135099945,,,,,,,,,,,,,0.022932487334485187,,,,,,,,,,0.02122740325290581,,,,,,,,,0.015904041823988746,,,0.03713144507689456,,,,,,,,,,,,,0.06593364104656912,,,,,,,,,,,,,,,,,,,,,,,,,,0.027097111888095184,,,,,,,,,,,,,,,,,,,,,,,0.03713144507689456,,0.027097111888095184,,,,,,,0.03664479479121828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03713144507689456,,,,,,,,,,,,,,0.029736486756349344,,,,,0.03713144507689456,,0.027097111888095184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.053035486900883305,0.043001153712083934,0.043001153712083934,0.053035486900883305,0.043001153712083934,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.591064607026499,,,,,,,,,,,,,,,,,
35,0.029736486756349344,0.022932487334485187,,,,,,,,,,,,0.01832239739560914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022932487334485187,,,,,,,,,,,,,,,,,,,,,,,,0.024865552233741414,,0.019702153567549972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015904041823988746,,,,,,,,,,,,,,,,,,0.03296682052328456,,,,,,,,,,,,,,0.03713144507689456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01832239739560914,,,,,,,0.024865552233741414,0.03296682052328456,,,,,,,,,,,,,,,,,,,,0.027097111888095184,,,,,,,,,,0.027097111888095184,,,,,,,,,,,,,,,,,,0.029736486756349344,0.029736486756349344,0.027097111888095184,,,,,,,,,,,,,,,,,,,,,,0.03713144507689456,,,,0.03713144507689456,,,0.043001153712083934,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03296682052328456,,,,,,,,,,,,,,,0.03296682052328456,0.03296682052328456,,,,,,,,,,0.03296682052328456,0.03713144507689456,0.03713144507689456,,,,,,,0.053035486900883305,0.053035486900883305,0.053035486900883305,0.053035486900883305,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.290034611362518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,0.01565078250334176,0.012069730176044836,,0.009643367050320598,,,,0.00837054832841513,0.0072802341749266305,,,,,0.009643367050320598,,,,,,,,,,,,,,,,,,,,,,0.01426163783583957,0.013087132754600743,,,,,,,,,,,,,,,,0.008980409841734637,,,,,,,,,,,,,0.011172317501529375,0.013087132754600743,,0.010369554509236828,0.01426163783583957,0.01426163783583957,,,,,0.010369554509236828,,,,,,,,,,,0.00837054832841513,,,,,,,,,,,,0.02234463500305875,,,,,,,,,0.00837054832841513,,,,,,,,,,,,,,,,0.01735095817014977,,,,,,,,,,,,,,,,0.0195428658299445,,,,,,,,,,0.01426163783583957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009643367050320598,,,,,,,0.013087132754600743,,,,,,,,,,,,,,,,,,,,,0.01426163783583957,,,,,,,,,,,,,,,0.0195428658299445,,,,0.022632186164254702,,0.022632186164254702,0.022632186164254702,,,,,,0.03130156500668352,0.03130156500668352,0.01426163783583957,,,,,,,,,,,,,,,,,0.01735095817014977,,,,,,,,,,,,,,,,,,,,,,,0.01565078250334176,,,,,,,0.01426163783583957,,,,,,,,,0.01735095817014977,,,,,0.022632186164254702,,,,,,,,,,0.01735095817014977,0.01735095817014977,,,,,,,,,,0.03470191634029954,0.0195428658299445,0.0195428658299445,,,,,,,,,,,0.027913414158359632,0.027913414158359632,0.027913414158359632,0.027913414158359632,0.027913414158359632,0.027913414158359632,0.027913414158359632,0.027913414158359632,0.027913414158359632,0.027913414158359632,0.027913414158359632,0.027913414158359632,
38,,,,0.04228245552832879,,,,,,,,,0.014882485552714401,,,,,,,,,0.03431133087271079,0.02273325411640382,,,,0.03803863906532834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024493157599506706,,,,,,,,,,0.02273325411640382,,,,,,,,,,,,,0.026460562309021374,,,,,,,,,,,,,,,,,,,0.018350817489217786,,,,,,,,,,,,,,,,0.03803863906532834,,,,,,,,,,,,,,,,,,,,,,,,,,0.031265898332417524,,,,,,,,,,,,,,,,,,,,,,,,,0.031265898332417524,,,,,,,0.021141227764164394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04284397508872449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.049616715821635314,0.049616715821635314,,,,,,,,,0.03431133087271079,,,,,0.04284397508872449,,0.031265898332417524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03803863906532834,,,,0.09923343164327063,0.049616715821635314,,0.049616715821635314,,,,,,,,,,,,,,,,,,0.061194792577942275
